sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,state,race,math_score,reading_score,writing_score,attendance_rate,suspensions,expulsions,teacher_support,counseling,social_worker_visits,parental_involvement
F,19,U,GT3,A,2,2,at_home,at_home,other,1,2,4,yes,yes,yes,no,yes,yes,no,no,5,3,5,5,1,1,37,California,Hispanic,14,28,34,91.38,1,0,no,yes,4,high
F,18,U,GT3,T,2,1,teacher,other,other,3,4,2,no,no,yes,no,yes,yes,no,yes,4,5,3,3,1,1,46,Texas,African American,17,86,52,79,3,1,yes,no,0,low
M,15,U,GT3,A,1,4,services,health,other,1,3,1,yes,no,no,yes,no,no,no,no,1,5,1,3,4,2,90,Texas,White,28,42,45,82.91,0,1,yes,yes,2,high
M,17,R,GT3,A,4,3,other,services,mother,4,1,4,no,yes,no,no,yes,yes,no,no,2,3,3,2,3,5,20,Florida,Asian,57,85,45,92.75,1,1,no,no,1,medium
M,16,U,LE3,A,1,4,health,services,mother,3,4,1,no,no,no,no,no,yes,no,no,4,3,5,1,1,4,78,Texas,Other,92,19,62,76.9,2,0,no,no,1,high
F,15,U,GT3,A,4,4,services,at_home,mother,2,4,2,no,yes,yes,yes,no,yes,no,yes,1,4,1,1,5,4,11,California,Other,21,85,56,83.52,0,0,yes,yes,1,high
M,16,U,LE3,A,3,2,other,at_home,father,3,1,4,no,yes,no,no,no,no,no,yes,5,1,5,2,2,3,74,Texas,Other,54,11,72,79.58,2,1,yes,yes,4,medium
F,19,U,GT3,A,1,0,services,at_home,mother,1,1,4,yes,no,no,no,no,no,yes,yes,5,2,5,4,1,3,24,Florida,Other,22,98,6,91.46,2,0,yes,no,3,low
M,17,R,LE3,T,0,1,health,health,other,4,2,4,yes,yes,yes,yes,yes,yes,no,yes,3,1,2,3,1,3,85,California,Hispanic,92,89,80,98.88,2,0,no,no,2,low
F,17,U,LE3,A,0,0,teacher,services,other,4,4,2,yes,yes,no,yes,no,no,no,no,1,3,3,2,2,4,50,California,Hispanic,43,13,75,98.52,1,1,no,yes,2,low
M,19,R,GT3,A,4,2,teacher,other,mother,3,3,4,no,yes,yes,yes,yes,yes,yes,yes,2,3,3,1,5,3,88,Florida,White,69,60,72,84.91,0,0,no,yes,1,high
F,17,R,LE3,T,4,1,teacher,services,mother,1,3,4,yes,no,no,yes,no,no,yes,no,3,4,2,5,3,1,23,Texas,Hispanic,59,83,5,75.07,2,1,no,yes,2,high
M,18,U,LE3,A,2,0,teacher,services,mother,4,3,4,yes,no,yes,yes,no,yes,no,no,5,3,4,2,4,4,26,Florida,Other,87,99,87,98.98,2,1,no,yes,2,medium
F,16,R,GT3,T,1,0,services,teacher,mother,1,1,2,no,no,yes,yes,yes,yes,no,yes,2,5,5,5,4,1,60,Texas,African American,4,75,18,96.73,0,1,no,no,1,high
M,15,U,GT3,A,4,1,at_home,other,father,4,2,1,yes,no,yes,yes,no,yes,no,no,5,4,5,1,2,3,64,Texas,African American,86,60,54,74.75,2,0,no,yes,1,medium
F,19,U,LE3,A,2,3,health,other,father,4,1,4,no,yes,no,no,no,yes,no,no,1,4,2,3,2,2,64,Texas,Asian,33,8,63,78.2,1,1,no,yes,3,high
F,18,R,LE3,T,1,3,other,at_home,mother,2,1,4,yes,no,no,no,no,no,no,no,4,1,1,3,1,3,13,Florida,White,11,96,80,73.33,3,0,no,no,1,high
F,15,R,LE3,T,1,2,teacher,health,father,3,2,4,no,no,yes,no,no,no,no,yes,3,4,3,1,4,3,92,Florida,African American,74,87,77,98.68,3,1,no,no,1,high
F,15,R,LE3,A,4,0,services,other,other,2,2,2,no,yes,yes,yes,no,yes,no,no,4,1,5,3,3,5,19,Texas,African American,66,72,64,72.12,2,0,no,no,3,medium
F,19,R,GT3,T,2,1,at_home,teacher,other,2,1,1,yes,yes,no,no,no,yes,no,no,4,2,1,3,3,5,44,California,African American,87,23,55,81.83,0,0,yes,no,3,medium
F,18,U,GT3,A,0,2,health,teacher,other,2,4,4,no,no,no,yes,yes,no,no,yes,4,5,1,2,4,3,38,California,Other,92,93,81,95.14,0,0,no,yes,2,high
F,15,R,GT3,T,1,4,health,health,father,2,2,1,yes,no,no,yes,no,yes,yes,no,4,1,5,1,5,1,80,Florida,Other,40,68,93,86.29,0,1,yes,yes,1,medium
F,15,R,GT3,A,1,0,at_home,health,father,3,4,1,no,yes,yes,yes,yes,no,no,no,1,4,1,2,2,1,29,California,Asian,94,7,87,85.49,3,1,yes,no,4,low
M,18,R,GT3,A,1,1,other,services,mother,3,4,1,no,yes,no,yes,no,yes,no,yes,4,3,3,5,1,3,76,Florida,Hispanic,7,78,79,81.49,2,1,yes,no,1,high
M,17,R,LE3,A,4,1,teacher,teacher,other,2,4,2,yes,no,yes,yes,no,yes,yes,yes,3,2,4,2,4,1,85,Florida,Hispanic,1,44,17,70.27,0,0,no,yes,2,high
M,15,R,GT3,T,3,1,at_home,teacher,other,2,2,1,yes,no,no,no,no,no,yes,no,2,5,2,2,2,1,63,Florida,Hispanic,92,52,10,74.48,2,0,no,yes,0,low
M,16,U,GT3,T,3,0,services,teacher,mother,2,4,3,no,no,yes,yes,yes,yes,no,no,5,1,2,3,5,4,72,Texas,African American,57,19,100,87.32,1,0,no,yes,3,medium
M,18,U,GT3,T,3,1,other,teacher,father,2,1,4,no,yes,yes,no,yes,yes,yes,no,3,4,2,4,1,4,91,Florida,Hispanic,36,57,63,94.07,3,0,yes,no,1,high
M,15,U,LE3,A,2,3,health,other,other,2,1,4,yes,no,no,no,no,yes,yes,yes,1,3,3,2,2,3,22,Florida,Hispanic,79,78,33,89.41,2,1,no,yes,4,high
M,19,R,GT3,T,4,3,other,health,father,2,2,1,no,yes,yes,yes,no,no,no,yes,4,3,2,5,4,1,22,Florida,Other,59,85,37,92.8,1,0,no,no,4,low
F,16,U,LE3,A,2,1,services,other,father,4,3,1,no,yes,yes,yes,no,yes,no,no,5,5,1,2,2,4,80,California,Other,40,95,65,76.19,3,0,no,yes,1,high
M,15,U,LE3,A,2,1,health,at_home,father,3,4,1,no,yes,no,yes,no,no,yes,yes,3,2,3,5,5,2,84,Florida,Hispanic,71,69,35,86.87,0,0,no,no,0,high
F,16,U,GT3,A,4,1,health,teacher,other,4,3,4,yes,yes,yes,yes,yes,yes,yes,no,3,5,2,3,2,4,53,Florida,Other,35,32,26,81.13,1,0,yes,no,3,high
M,16,U,GT3,A,0,4,teacher,at_home,father,4,4,1,yes,yes,no,no,no,yes,no,no,3,5,1,4,3,4,40,Texas,Other,77,60,7,80.03,3,1,no,yes,1,medium
F,17,R,LE3,A,1,2,at_home,at_home,father,4,3,4,yes,no,no,yes,no,yes,no,yes,4,5,1,4,2,5,51,Texas,African American,75,10,79,82.74,2,1,no,no,2,high
F,16,U,GT3,A,3,2,health,at_home,mother,3,4,2,yes,no,no,yes,yes,no,no,no,3,2,3,5,3,5,93,Florida,Asian,90,91,78,96.14,3,1,no,no,3,medium
F,17,R,LE3,T,3,0,services,other,father,2,2,4,no,no,no,no,no,yes,yes,yes,5,1,1,1,1,3,44,Florida,Other,18,2,0,96.55,3,0,no,no,4,high
M,18,R,GT3,A,0,0,services,other,mother,3,4,1,no,no,no,yes,no,no,no,yes,5,1,3,2,1,3,82,Florida,Asian,50,48,89,93.65,1,1,no,yes,0,high
M,17,R,GT3,A,1,1,other,at_home,father,3,4,1,yes,yes,yes,no,no,yes,yes,yes,5,5,4,3,4,4,45,California,White,53,56,94,81.28,1,1,no,yes,2,high
M,19,U,GT3,T,3,3,services,health,mother,2,3,1,no,no,no,yes,no,yes,no,no,3,3,4,4,5,3,49,California,Hispanic,76,66,99,70.73,0,0,no,yes,1,medium
M,15,U,LE3,T,4,1,services,at_home,father,3,1,1,yes,yes,yes,no,no,yes,yes,no,5,2,1,1,3,3,86,Texas,Asian,28,28,66,81.01,1,0,yes,yes,3,low
F,18,U,GT3,T,3,3,at_home,health,other,4,4,2,no,no,yes,yes,no,yes,no,no,1,4,3,2,4,5,69,Florida,Asian,66,10,64,94.77,2,1,no,yes,1,high
F,18,R,GT3,A,0,1,health,teacher,other,4,1,2,yes,yes,no,no,yes,no,yes,yes,4,3,4,3,5,1,48,California,White,7,100,3,72.94,1,0,no,yes,4,high
F,19,U,LE3,A,4,0,other,at_home,mother,2,3,1,no,yes,yes,no,no,yes,yes,no,4,4,2,5,4,4,22,Texas,Hispanic,60,54,9,90.06,2,1,no,yes,0,high
M,17,U,GT3,T,4,2,teacher,teacher,mother,2,2,4,no,yes,yes,yes,no,no,yes,no,2,5,2,1,2,3,4,Florida,Hispanic,55,95,96,95.77,2,1,yes,yes,2,low
M,15,R,LE3,T,0,1,services,services,father,1,1,4,no,no,no,no,yes,no,yes,no,5,3,2,4,5,3,63,Texas,Hispanic,77,49,70,84.04,3,1,yes,no,4,high
M,17,U,LE3,T,3,2,at_home,teacher,mother,2,2,4,yes,no,no,yes,yes,yes,no,yes,5,4,3,4,2,4,32,Texas,Other,6,14,78,71.27,1,1,no,no,1,high
M,16,U,GT3,A,3,4,other,services,father,3,3,4,no,yes,yes,yes,no,yes,yes,no,3,4,2,2,4,1,75,Florida,African American,67,3,72,85.09,2,1,no,no,2,medium
F,17,U,GT3,A,1,1,other,teacher,father,2,1,3,no,yes,no,yes,yes,yes,yes,yes,4,3,5,1,1,2,58,California,African American,20,31,68,90.78,3,1,no,yes,1,medium
M,18,R,GT3,A,2,3,teacher,at_home,other,3,2,1,yes,no,yes,no,yes,yes,no,no,3,3,1,4,3,2,92,Texas,Other,44,51,32,89.69,3,0,no,no,1,low
F,15,U,LE3,A,2,0,other,services,mother,1,3,2,yes,no,yes,yes,yes,yes,no,yes,4,3,1,4,2,5,77,California,Hispanic,11,61,41,85.36,2,0,no,no,0,medium
F,17,U,GT3,T,1,2,health,at_home,other,4,1,3,yes,yes,yes,no,no,no,yes,no,5,5,3,1,1,4,6,California,White,94,97,28,88.09,1,0,yes,no,0,medium
F,15,U,GT3,T,2,3,services,other,mother,3,2,3,no,no,yes,no,yes,no,yes,yes,1,2,4,4,2,4,42,California,Other,72,73,62,78.3,0,1,no,no,0,high
M,15,R,GT3,T,0,0,at_home,teacher,other,2,4,4,no,no,no,no,yes,no,no,no,5,1,4,4,4,2,47,Texas,Other,6,93,24,76.37,2,0,yes,yes,0,high
F,16,R,GT3,T,3,0,services,at_home,mother,1,1,4,yes,no,no,no,no,no,no,yes,5,5,1,2,2,2,41,California,Asian,44,40,18,96.59,0,1,yes,yes,0,low
F,16,U,GT3,T,2,0,health,teacher,other,2,1,4,yes,yes,yes,yes,yes,yes,no,no,3,3,2,3,3,3,61,California,Other,34,81,80,78.66,1,0,yes,no,3,medium
F,18,R,LE3,T,2,3,health,teacher,other,4,4,1,no,no,yes,yes,no,yes,yes,yes,3,4,5,5,2,1,19,California,Hispanic,39,16,28,90.77,0,1,yes,no,0,medium
M,19,R,GT3,T,0,0,services,at_home,mother,3,1,2,no,yes,yes,yes,yes,no,yes,yes,3,5,3,1,4,3,36,California,Other,10,4,84,75.52,3,0,yes,yes,0,high
M,15,U,GT3,T,0,0,other,at_home,other,2,3,1,no,yes,yes,no,no,yes,yes,yes,2,5,5,3,1,4,40,Texas,African American,100,71,78,82.9,0,0,yes,no,2,medium
F,19,R,GT3,A,4,0,at_home,services,mother,3,2,4,yes,yes,no,yes,yes,yes,no,no,3,4,3,2,3,4,86,Texas,African American,41,68,89,74.25,0,0,no,no,2,low
F,18,R,LE3,A,0,2,services,other,mother,3,2,2,no,no,no,yes,no,no,no,yes,3,4,2,1,3,5,43,Florida,Other,1,80,2,78.84,2,0,yes,no,2,medium
M,15,U,GT3,A,2,0,teacher,other,father,3,1,2,yes,no,yes,no,yes,yes,no,no,3,1,5,3,2,2,10,Texas,White,33,38,29,75.38,0,0,no,yes,3,medium
F,15,R,LE3,T,1,4,health,teacher,other,1,2,4,yes,yes,yes,no,no,no,no,yes,4,4,1,1,3,4,57,California,Asian,53,90,80,98.67,2,0,yes,yes,0,low
F,19,U,GT3,A,2,0,services,at_home,mother,3,3,3,no,no,yes,no,yes,no,no,no,1,1,2,1,4,3,50,Florida,Other,98,31,5,70.48,2,1,yes,no,3,high
M,17,R,LE3,A,3,0,at_home,teacher,father,2,3,4,no,no,yes,no,no,no,no,yes,2,4,5,4,4,1,14,Florida,Hispanic,79,6,76,80.43,2,0,yes,yes,3,medium
F,16,R,LE3,A,4,4,services,at_home,mother,2,1,2,no,no,yes,no,yes,no,yes,no,5,3,5,1,2,1,4,Texas,White,50,85,70,88.88,2,1,no,no,1,low
M,17,U,LE3,A,1,1,health,teacher,mother,2,3,1,no,yes,no,no,no,yes,yes,no,1,4,1,5,3,1,12,Florida,Hispanic,31,75,40,96.35,1,1,yes,yes,3,low
M,19,R,LE3,A,2,1,services,teacher,mother,1,1,2,no,yes,yes,yes,yes,yes,no,no,3,3,3,2,1,5,44,Texas,Hispanic,78,49,79,99.89,0,1,no,no,1,medium
M,16,R,GT3,A,3,4,at_home,health,mother,1,3,1,yes,yes,yes,no,yes,yes,no,no,3,4,2,4,4,1,22,Florida,Asian,73,87,4,88.26,2,0,no,no,4,low
M,17,R,LE3,T,3,1,teacher,services,father,3,1,1,yes,no,yes,no,no,yes,yes,yes,4,5,4,3,2,2,15,California,Asian,11,48,80,97.54,3,0,yes,yes,2,high
F,16,R,GT3,A,3,3,other,at_home,mother,2,3,4,no,yes,no,no,no,no,yes,yes,4,2,2,1,3,2,9,Florida,African American,12,42,64,98.46,2,1,yes,no,1,high
M,15,R,GT3,T,2,2,teacher,other,mother,1,4,2,no,no,no,no,yes,no,no,no,3,1,4,2,4,3,44,Texas,Hispanic,29,16,72,86.11,2,0,yes,no,4,medium
M,17,U,LE3,A,2,1,services,teacher,mother,4,2,2,yes,no,no,yes,yes,yes,no,yes,1,5,3,5,4,4,2,Texas,Other,85,70,49,73.48,0,0,yes,no,3,high
F,16,U,GT3,A,3,1,teacher,teacher,mother,1,2,3,yes,no,yes,yes,no,yes,yes,yes,4,2,5,2,1,3,7,Texas,Hispanic,70,80,76,85.06,3,0,yes,yes,1,high
M,16,U,LE3,A,1,0,other,services,mother,2,3,1,no,no,no,yes,yes,yes,no,no,2,2,4,5,1,1,86,Texas,African American,79,19,91,84.52,3,0,yes,yes,3,low
F,16,R,GT3,A,2,1,health,services,father,3,1,4,yes,no,no,yes,yes,no,yes,no,5,4,5,5,2,4,64,Texas,Hispanic,44,90,20,86.44,1,0,yes,yes,1,low
F,17,U,GT3,A,3,3,at_home,health,father,3,2,4,yes,no,yes,no,no,no,yes,yes,1,1,3,1,1,1,84,Texas,Asian,96,44,70,80.58,0,0,yes,yes,2,low
F,18,R,GT3,T,3,3,at_home,services,father,2,2,1,no,yes,no,no,yes,no,no,no,5,5,3,4,3,4,84,Texas,African American,86,73,68,90.06,3,0,no,yes,3,high
M,17,R,LE3,T,2,3,other,other,father,2,3,3,yes,no,yes,yes,no,no,no,yes,3,5,2,5,5,1,36,Texas,White,96,69,55,83.94,2,1,no,yes,0,low
F,19,R,LE3,T,1,2,services,at_home,other,1,4,2,no,no,no,no,yes,yes,yes,no,5,2,3,2,2,1,27,California,Hispanic,69,47,71,87.14,0,0,yes,no,0,high
M,17,U,GT3,A,3,3,health,services,other,4,1,4,no,no,no,no,no,no,no,no,3,5,1,5,5,5,61,Florida,Hispanic,45,31,22,79.05,3,1,yes,yes,1,high
M,16,R,LE3,A,2,2,at_home,other,mother,1,1,1,no,yes,yes,no,no,yes,no,no,1,1,5,2,4,4,14,Florida,Asian,31,7,32,83.21,0,0,yes,yes,2,low
F,15,U,GT3,T,3,0,teacher,other,mother,2,2,1,no,yes,yes,no,no,no,yes,no,3,2,3,2,5,1,15,California,White,82,43,64,91.4,0,1,no,no,3,high
M,17,U,LE3,T,2,3,teacher,teacher,mother,1,3,2,no,yes,yes,yes,yes,yes,no,yes,4,2,5,5,2,4,92,Texas,Hispanic,35,61,93,73.22,1,0,yes,yes,3,medium
F,17,R,GT3,T,0,1,other,services,other,3,4,4,no,yes,no,yes,yes,yes,no,no,1,2,4,2,5,4,42,California,Hispanic,29,82,23,94.03,2,0,yes,yes,1,low
M,16,R,GT3,T,0,1,health,services,mother,3,1,4,yes,yes,no,no,yes,yes,yes,no,2,1,4,4,1,5,6,Florida,White,2,82,86,82.69,1,0,yes,no,2,medium
F,15,U,LE3,A,3,1,services,other,mother,1,2,4,no,yes,yes,yes,no,yes,yes,yes,2,5,4,1,1,5,52,California,Asian,36,21,20,99.25,3,0,no,no,4,high
F,15,R,GT3,T,1,1,teacher,health,mother,3,2,3,no,yes,yes,yes,yes,no,yes,no,2,2,1,4,5,4,57,Texas,Other,81,34,76,85.94,3,1,no,no,3,low
F,19,U,LE3,T,4,1,services,at_home,father,4,4,4,no,no,yes,no,no,no,no,no,2,4,4,2,4,3,91,Florida,White,97,27,97,71.7,1,0,no,no,4,high
M,17,U,GT3,T,0,1,at_home,other,father,4,3,2,no,yes,yes,yes,no,yes,yes,no,5,5,1,5,1,4,26,California,Asian,79,32,40,85.33,0,0,no,no,3,low
M,15,U,GT3,A,1,2,other,health,other,2,2,3,yes,yes,no,yes,yes,no,no,no,2,4,5,1,5,3,19,Florida,Hispanic,3,5,86,85.87,3,0,no,no,1,low
M,15,U,LE3,A,4,0,teacher,health,father,2,2,4,yes,yes,yes,no,yes,yes,no,no,5,1,2,1,2,3,1,Florida,White,67,11,84,89.99,2,0,no,no,2,medium
F,18,U,LE3,A,1,4,teacher,other,father,3,1,3,no,no,no,no,yes,no,no,yes,2,4,3,3,4,1,84,California,Asian,42,96,21,74.94,2,0,no,no,0,high
F,18,R,GT3,A,1,4,teacher,health,mother,1,3,2,no,yes,yes,no,yes,no,yes,no,5,4,5,5,1,5,60,Texas,Hispanic,6,49,45,84.3,2,1,no,no,1,medium
F,15,U,GT3,A,0,4,health,at_home,father,1,2,1,yes,no,yes,no,yes,yes,yes,yes,2,1,3,1,3,2,58,California,African American,81,97,28,81.61,3,1,yes,yes,0,medium
F,19,U,LE3,A,1,2,at_home,other,mother,2,1,1,yes,no,yes,no,yes,yes,yes,yes,5,4,1,2,1,2,73,Florida,Asian,42,60,52,97.53,3,1,yes,yes,4,medium
M,15,U,GT3,T,2,0,services,health,father,3,2,2,no,no,yes,yes,yes,yes,no,yes,3,1,5,5,4,5,55,California,Asian,36,49,22,78.88,2,0,no,yes,4,medium
M,16,U,LE3,T,0,4,services,teacher,other,3,3,4,no,no,no,no,yes,yes,no,no,4,1,1,1,3,3,68,Florida,Asian,98,75,21,70.55,1,0,yes,no,1,medium
F,17,R,LE3,T,1,0,health,services,other,4,2,4,yes,no,yes,yes,no,yes,yes,no,2,4,2,1,2,2,29,California,Hispanic,65,36,97,84.92,3,1,yes,yes,4,high
F,19,R,LE3,T,2,3,other,services,father,3,3,1,yes,no,no,no,no,no,yes,yes,1,5,2,4,1,1,22,Texas,Other,45,99,7,98.88,2,1,no,no,3,high
M,16,R,LE3,T,3,4,at_home,at_home,mother,3,3,4,yes,yes,yes,no,yes,yes,yes,yes,5,5,1,3,1,5,38,Florida,Other,68,66,87,89.27,2,0,yes,yes,2,medium
F,19,U,LE3,A,4,1,services,teacher,mother,3,1,2,no,no,no,yes,yes,no,yes,yes,2,2,1,5,3,4,72,Texas,African American,2,99,43,88.02,3,0,no,yes,1,high
M,16,U,GT3,T,0,0,at_home,services,father,1,3,2,no,yes,no,no,no,yes,no,yes,5,2,2,4,5,2,83,Texas,White,34,60,8,94.97,1,1,yes,yes,4,low
F,17,U,LE3,T,2,4,at_home,health,other,2,1,4,no,yes,yes,yes,no,no,yes,no,3,4,1,1,4,1,69,Florida,African American,14,91,30,74.65,2,0,yes,no,4,high
M,17,R,GT3,A,2,0,teacher,at_home,father,4,3,1,yes,no,no,yes,no,yes,no,yes,1,4,4,5,1,3,36,Texas,White,79,10,10,80.61,3,1,no,no,4,low
M,18,U,GT3,T,1,3,health,other,father,1,2,2,no,yes,no,yes,no,yes,no,no,1,5,4,4,1,5,65,Florida,White,26,79,48,76.25,2,0,yes,yes,4,high
M,16,R,GT3,T,0,1,health,services,other,2,3,1,yes,yes,no,yes,yes,yes,yes,yes,4,2,3,4,3,3,81,California,African American,75,53,94,81.53,0,1,yes,no,0,medium
F,18,U,GT3,T,1,4,health,at_home,mother,2,3,4,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,5,2,13,Texas,African American,68,66,51,71.69,2,0,yes,yes,3,low
M,16,R,LE3,T,0,3,services,teacher,father,2,1,3,no,no,yes,yes,yes,no,yes,yes,1,2,5,4,4,4,82,Texas,Asian,52,85,53,82.31,0,0,yes,no,3,high
F,18,R,GT3,A,0,1,teacher,teacher,father,3,2,2,no,no,no,yes,no,yes,yes,no,1,2,2,3,4,1,50,Texas,Hispanic,66,57,66,74.44,1,1,yes,no,4,high
M,17,R,LE3,A,2,2,at_home,at_home,other,4,1,4,yes,no,no,yes,yes,yes,no,yes,4,2,4,1,1,4,9,California,Other,74,48,24,88.62,0,0,yes,yes,0,medium
F,19,U,GT3,A,4,0,services,health,father,3,1,3,yes,yes,yes,no,no,no,yes,no,5,4,4,2,3,1,48,Texas,White,38,78,76,84.41,1,1,no,no,4,high
M,18,U,GT3,A,4,4,health,teacher,other,3,3,2,yes,no,yes,no,no,no,no,yes,4,3,3,4,4,2,52,California,White,5,98,79,90.03,2,1,yes,yes,2,high
M,16,U,GT3,A,2,1,services,services,other,2,4,4,no,no,no,yes,yes,yes,yes,no,5,4,3,1,5,4,88,Florida,Asian,13,83,43,83.25,0,1,yes,no,3,high
M,16,U,LE3,A,3,1,health,at_home,father,3,2,4,yes,yes,no,no,yes,yes,no,yes,5,2,4,4,1,3,45,Florida,Other,86,42,21,88.79,0,1,yes,no,1,high
M,17,R,LE3,A,0,0,at_home,at_home,other,1,1,1,no,yes,no,yes,no,yes,yes,no,1,2,2,5,5,5,57,Florida,Hispanic,3,67,12,72.99,0,0,yes,yes,2,low
F,16,U,LE3,A,4,0,health,health,father,4,1,2,yes,no,yes,no,yes,yes,yes,no,5,3,5,1,1,5,38,Florida,Asian,15,92,18,74.95,1,1,yes,no,0,medium
F,15,R,GT3,A,4,0,at_home,other,other,1,4,1,no,no,no,yes,yes,yes,no,yes,5,2,5,2,1,5,90,Florida,Hispanic,6,83,57,99.02,3,1,yes,no,1,medium
M,19,U,LE3,T,1,3,health,teacher,other,3,2,2,no,yes,no,yes,yes,yes,no,yes,3,2,4,4,4,3,73,Texas,White,26,28,60,95.21,0,1,yes,yes,2,low
F,18,U,LE3,T,3,2,health,health,mother,4,1,1,no,yes,no,no,no,no,no,yes,3,4,5,4,5,2,56,California,Other,66,13,91,86.77,2,0,yes,no,4,medium
M,19,R,LE3,T,3,0,other,at_home,mother,4,3,1,yes,yes,no,yes,yes,no,no,yes,1,5,1,3,3,1,50,California,White,2,0,20,99.96,2,0,no,no,4,high
F,17,U,GT3,T,2,2,teacher,health,father,4,2,4,no,yes,yes,yes,no,no,yes,no,3,3,1,4,5,2,86,Florida,Asian,31,17,25,71.08,3,0,no,yes,3,high
F,18,R,LE3,A,2,4,teacher,teacher,other,2,2,1,no,no,no,yes,no,yes,no,yes,2,3,2,1,2,1,91,Florida,Hispanic,47,80,40,99.34,3,1,yes,no,1,high
M,18,R,LE3,A,2,1,teacher,other,other,3,1,1,no,yes,no,yes,yes,no,yes,yes,2,5,4,1,1,4,10,Florida,Hispanic,67,14,41,71.8,0,0,no,yes,1,low
M,15,R,GT3,A,2,2,at_home,services,other,4,2,2,yes,no,no,no,yes,no,yes,no,3,4,3,5,2,1,84,Texas,White,9,88,50,89.27,2,0,yes,yes,0,high
M,17,R,LE3,A,2,2,at_home,teacher,father,1,1,4,no,no,no,yes,yes,no,no,no,5,1,5,5,1,1,70,California,Asian,0,12,80,87.5,1,0,no,no,3,high
F,16,U,GT3,A,2,1,services,services,other,3,3,4,yes,no,yes,no,no,yes,yes,no,4,5,1,5,2,4,74,California,Other,17,96,60,96.26,0,1,yes,no,4,medium
M,15,R,GT3,T,1,4,services,at_home,other,2,2,4,yes,yes,no,yes,no,yes,no,yes,3,5,5,1,4,3,4,Texas,African American,93,23,6,87.52,0,0,no,yes,1,high
F,15,R,GT3,T,3,1,teacher,other,father,2,2,1,yes,yes,yes,no,yes,yes,no,no,3,1,5,1,5,3,58,Texas,Asian,27,33,89,76.62,2,0,no,no,1,low
F,19,U,LE3,T,1,4,at_home,other,other,4,4,1,yes,no,yes,yes,no,yes,no,no,2,3,4,2,1,4,51,Texas,Other,42,10,56,76.46,1,0,yes,no,3,low
F,19,U,LE3,T,1,0,other,other,father,1,4,1,no,yes,yes,yes,no,yes,no,no,5,3,3,4,5,2,7,Florida,Other,79,100,57,92.02,0,1,no,yes,1,medium
M,19,U,GT3,T,1,3,teacher,teacher,father,4,4,1,no,no,yes,yes,no,no,no,no,1,5,3,3,2,3,53,Texas,Hispanic,21,61,23,95.03,0,0,yes,no,1,low
F,15,U,LE3,A,1,3,teacher,services,other,4,1,1,yes,yes,no,yes,yes,no,yes,yes,3,2,2,4,1,2,32,Texas,African American,63,46,16,84.58,2,0,yes,no,2,low
M,16,R,GT3,T,0,3,teacher,at_home,other,2,4,1,no,yes,no,no,yes,yes,yes,no,3,1,3,5,1,2,41,California,African American,29,24,57,94.19,3,0,no,no,1,low
M,18,U,LE3,A,3,1,teacher,at_home,mother,2,2,4,no,no,no,yes,yes,yes,yes,yes,5,5,4,2,4,4,65,Florida,African American,40,31,63,74.69,1,0,no,no,0,low
F,19,R,GT3,T,1,4,services,other,father,2,3,1,yes,no,yes,no,no,yes,no,yes,1,5,5,4,5,5,67,California,White,38,64,13,85.96,3,0,yes,no,3,low
M,16,U,LE3,T,0,4,other,services,other,4,2,1,yes,yes,no,yes,yes,yes,yes,yes,1,2,5,3,2,1,34,California,Hispanic,100,28,3,84.34,1,0,no,yes,3,low
M,17,U,LE3,A,2,0,health,services,mother,1,1,1,yes,no,no,yes,no,no,no,no,3,4,4,2,3,2,38,California,Asian,73,40,79,94.88,2,1,no,yes,0,medium
M,19,R,LE3,T,2,4,health,health,other,1,3,1,yes,yes,no,yes,no,no,yes,no,4,2,1,4,5,5,4,Texas,White,24,74,19,97.57,3,0,yes,yes,2,high
M,18,U,LE3,T,2,1,other,teacher,mother,2,1,1,yes,yes,yes,yes,yes,yes,yes,no,1,1,5,4,1,3,61,California,White,10,21,32,73.4,3,0,yes,yes,2,low
F,17,R,LE3,A,3,2,other,teacher,mother,4,3,3,no,no,yes,no,no,no,no,yes,1,3,4,2,5,1,50,California,African American,86,75,48,87.48,2,0,yes,yes,4,low
M,17,R,LE3,T,0,3,services,teacher,father,1,3,1,yes,no,yes,yes,no,no,yes,no,3,4,5,5,5,4,33,Florida,African American,21,0,17,82.48,1,1,no,yes,1,medium
M,18,R,GT3,T,0,1,teacher,at_home,other,2,1,4,no,yes,yes,yes,yes,yes,yes,yes,1,4,4,1,5,1,40,Florida,Other,19,15,27,84.31,1,0,yes,yes,0,medium
F,19,R,LE3,T,3,1,at_home,at_home,father,2,4,3,yes,yes,yes,no,no,yes,no,yes,5,1,1,5,4,4,19,Florida,Other,4,15,81,95.02,3,1,yes,no,3,low
M,15,U,LE3,T,2,1,teacher,health,father,3,1,4,yes,yes,no,no,no,no,yes,yes,4,5,3,4,1,2,81,Texas,Hispanic,21,2,52,90.13,1,1,yes,yes,2,medium
M,18,R,LE3,T,2,3,health,services,other,2,1,4,yes,yes,no,no,yes,no,no,yes,4,4,2,4,5,5,26,California,Hispanic,80,100,11,85.24,0,0,yes,yes,0,low
